2023-10-05 01:31:42.646888,0.2573,0.5205,0.6426,-213.6841,-31.0669,-35.7056,13.843,-18.303,-119.85,0.1343,-0.0557,0.9897,-0.1221,-0.7324,-0.9766,-3.268,-7.641,76.608
2023-10-05 01:31:42.747316,0.0952,1.478,0.3564,85.7544,140.2588,252.8076,15.353,-15.134,-104.645,0.1558,-0.064,0.9946,-1.4038,-1.0376,0.8545,-3.29,-7.712,76.602
2023-10-05 01:31:42.847614,-0.0791,1.292,0.1343,285.4614,311.4624,298.2788,29.388,-2.834,-66.434,0.1353,-0.0474,0.9907,0.061,1.2207,0.6104,-3.268,-7.817,76.613
2023-10-05 01:31:42.948094,-1.4199,-1.5601,1.6333,815.4297,-100.708,32.0435,37.436,2.302,-47.054,0.1108,-0.0488,0.9673,1.1597,-1.4648,2.8687,-3.307,-7.641,76.75
2023-10-05 01:31:43.048392,-0.564,0.6104,1.0181,-110.5957,-276.1841,-219.1772,30.992,-7.163,-72.773,0.1006,-0.1021,0.9683,-3.3569,-2.3193,-4.0283,-3.4,-7.476,76.641
2023-10-05 01:31:43.148681,0.7563,2.9097,-0.998,-87.9517,-131.1646,-78.6743,18.303,-16.282,-102.101,0.1558,-0.0317,1.0029,0.5493,-2.1362,3.1738,-3.252,-7.729,76.575
2023-10-05 01:31:43.248963,0.1929,1.8701,-0.0732,529.2358,291.8701,206.1157,35.733,-6.921,-80.997,0.1694,-0.0698,0.9727,-0.3052,2.4414,2.3193,-3.4,-7.85,76.8
2023-10-05 01:31:43.349282,-3.0117,-3.7549,3.5986,41.0767,71.0449,188.7817,13.694,7.954,-49.966,0.0996,-0.0566,0.9829,0.1831,-0.1831,0.4272,-3.411,-7.537,77.014
2023-10-05 01:31:43.449559,0.4331,1.3257,0.7441,-974.8535,-144.104,-267.5171,25.038,-3.669,-62.985,0.1128,-0.0396,1.0278,-3.7231,2.8076,-7.3242,-3.181,-7.476,76.641
2023-10-05 01:31:43.549832,-0.0273,2.7095,-0.5381,-68.9087,-195.0684,-210.6934,22.917,-14.656,-96.823,0.1499,-0.0576,1.001,4.0894,-4.3335,1.2817,-3.356,-7.773,76.24
2023-10-05 01:31:43.650158,0.3584,1.2041,0.0688,254.5776,141.1133,208.6792,13.453,-11.975,-91.917,0.1304,-0.0503,0.9819,0.3052,-1.5869,3.1738,-3.329,-7.795,76.833
2023-10-05 01:31:43.750543,-1.5381,-1.5869,1.2397,-613.3423,83.0078,172.4243,-0.577,2.791,-68.494,0.1411,-0.0439,0.9663,0.6714,-0.9155,1.4038,-3.252,-7.861,77.02
2023-10-05 01:31:43.850867,-0.0654,0.1616,0.9761,-186.8286,-162.2925,-162.8418,12.881,-3.181,-69.39,0.1367,-0.0391,0.9897,2.3804,-0.1221,-2.4414,-3.153,-7.8,76.849
2023-10-05 01:31:43.951127,0.1587,1.499,0.0669,84.5337,-168.0298,-194.2139,17.232,-14.117,-97.8,0.1196,-0.0903,0.9854,1.0986,-1.4648,-2.6855,-3.373,-7.52,76.295
2023-10-05 01:31:44.051387,0.3267,0.6572,0.4194,-182.6172,34.4238,122.8027,-1.099,-17.655,-110.22,0.1353,-0.0278,0.9976,1.9531,-1.2207,6.0425,-3.197,-7.696,76.685
2023-10-05 01:31:44.151652,-0.3179,0.8804,0.8335,178.833,193.9087,295.3491,6.422,-5.306,-85.435,0.123,-0.0801,0.9751,1.5259,1.6479,0.4272,-3.241,-7.778,77.003
2023-10-05 01:31:44.251931,-0.335,-0.1431,1.3262,23.0103,-75.9277,-26.3062,11.915,0.626,-69.879,0.1367,-0.0498,0.9688,6.6528,-6.5308,-2.1973,-3.01,-7.976,77.014
2023-10-05 01:31:44.352193,-0.3813,0.9893,0.8774,-56.7017,-139.5264,-300.5981,11.437,-8.333,-86.16,0.083,-0.1113,0.9873,-9.5215,8.9111,-3.6621,-3.214,-7.553,76.591
2023-10-05 01:31:44.452451,0.3608,1.1948,0.541,-339.9048,-26.1841,-87.6465,-5.9,-15.051,-112.505,0.1367,-0.0444,0.9946,1.4038,-1.4038,5.4932,-3.301,-7.498,76.536
2023-10-05 01:31:44.552713,0.1182,0.9307,0.5088,247.6196,135.1318,262.0239,1.088,-8.031,-99.448,0.1484,-0.0728,0.978,-0.1221,0.7935,2.1362,-3.406,-7.57,76.91
2023-10-05 01:31:44.653014,-1.3501,-0.0713,2.0303,-187.0728,130.4932,233.6426,5.306,4.878,-69.697,0.1045,-0.0435,0.9966,5.4932,-8.728,-1.3428,-3.29,-7.614,77.091
2023-10-05 01:31:44.753299,-0.4878,-0.2544,1.4292,-777.8931,-80.6885,-175.7202,17.49,3.159,-64.77,0.1377,-0.0195,0.9995,-0.4272,6.4087,-3.8452,-3.005,-7.976,76.981
2023-10-05 01:31:44.853555,-0.3818,0.083,0.8057,120.0562,-92.041,-293.5791,-2.291,-5.905,-92.466,0.1201,-0.0801,0.9897,0.4272,-2.5635,-6.1646,-3.23,-7.619,76.24
2023-10-05 01:31:44.953811,0.4521,0.856,0.3628,-68.6646,-32.1655,56.2134,-3.768,-14.326,-108.166,0.1182,-0.0674,0.9985,1.8311,-1.5869,7.9346,-3.312,-7.592,76.685
2023-10-05 01:31:45.054120,0.1455,1.165,0.4609,156.311,164.7949,249.3896,9.201,-7.8,-90.181,0.3164,0.0396,0.9263,1.4038,-17.0288,8.2397,-3.301,-7.872,77.305
2023-10-05 01:31:45.154396,-1.6035,-1.1978,1.7373,-317.0776,120.1172,262.2681,-3.06,6.751,-60.007,0.1743,-0.04,0.9873,-2.0752,1.9531,-2.9907,-2.878,-8.47,77.322
2023-10-05 01:31:45.254674,-0.0913,-0.1699,0.9111,215.271,-137.5122,-50.2319,22.236,0.967,-59.821,0.1284,-0.0479,1.0156,-0.9766,4.2725,-5.9814,-3.093,-8.042,77.047
2023-10-05 01:31:45.354973,-0.3247,1.229,0.7275,-48.0957,-196.106,-295.6543,13.612,-7.888,-91.78,0.0967,-0.0698,0.9902,1.3428,-0.2441,-3.7231,-3.472,-7.542,76.322
2023-10-05 01:31:45.455274,0.5161,1.8701,0.0947,-311.4624,-45.7153,8.667,-8.773,-17.858,-109.753,0.1108,-0.0493,0.999,1.6479,-4.1504,6.7749,-3.34,-7.498,76.723
2023-10-05 01:31:45.555579,-0.0122,1.2104,0.625,193.0542,151.9165,238.5864,4.356,-7.789,-90.0,0.1479,-0.0488,0.9883,0.3662,1.6479,3.8452,-3.29,-7.773,77.234
2023-10-05 01:31:45.655877,-1.3374,-1.0205,1.2676,-430.2979,91.6138,221.3135,-7.723,4.889,-61.221,0.1567,-0.0386,0.9819,0.3052,-0.4272,-2.3193,-3.208,-7.773,77.278
2023-10-05 01:31:45.756209,0.0518,-0.3369,0.6719,-826.5991,-72.4487,-226.3794,6.91,1.879,-62.221,0.1309,-0.0391,1.0073,-0.061,2.4414,-4.3335,-3.109,-7.784,77.014
